file_name,bmp_path,postal_code,town_name_arabic,transcription_notes
ae29_008,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_008.bmp,,, 
ae29_009,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_009.bmp,,, 
ae29_010,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_010.bmp,,, 
ae29_011,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_011.bmp,,, 
ae29_012,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_012.bmp,,, 
ae29_013,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_013.bmp,,, 
ae29_014,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_014.bmp,,, 
ae29_015,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_015.bmp,,, 
ae29_016,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_016.bmp,,, 
ae29_017,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_017.bmp,,, 
ae29_018,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_018.bmp,,, 
ae29_019,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_019.bmp,,, 
ae29_020,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_020.bmp,,, 
ae29_021,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_021.bmp,,, 
ae29_022,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_022.bmp,,, 
ae29_023,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_023.bmp,,, 
ae29_024,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_024.bmp,,, 
ae29_025,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_025.bmp,,, 
ae29_026,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_026.bmp,,, 
ae29_027,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_027.bmp,,, 
ae29_028,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_028.bmp,,, 
ae29_029,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_029.bmp,,, 
ae29_030,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_030.bmp,,, 
ae29_031,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_031.bmp,,, 
ae29_032,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_032.bmp,,, 
ae29_033,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_033.bmp,,, 
ae29_034,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_034.bmp,,, 
ae29_035,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_035.bmp,,, 
ae29_036,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_036.bmp,,, 
ae29_037,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_037.bmp,,, 
ae29_038,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_038.bmp,,, 
ae29_039,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_039.bmp,,, 
ae29_040,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_040.bmp,,, 
ae29_041,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_041.bmp,,, 
ae29_042,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_042.bmp,,, 
ae29_043,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_043.bmp,,, 
ae29_044,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_044.bmp,,, 
ae29_045,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_045.bmp,,, 
ae29_046,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_046.bmp,,, 
ae29_047,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_047.bmp,,, 
ae29_048,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_048.bmp,,, 
ae29_049,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_049.bmp,,, 
ae29_050,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_050.bmp,,, 
ae29_051,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_051.bmp,,, 
ae29_052,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_052.bmp,,, 
ae29_053,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_053.bmp,,, 
ae29_054,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_054.bmp,,, 
ae29_055,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_055.bmp,,, 
ae29_056,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_056.bmp,,, 
ae29_057,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_057.bmp,,, 
ae29_058,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_058.bmp,,, 
ae29_059,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae29_059.bmp,,, 
ae37_001,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_001.bmp,,, 
ae37_002,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_002.bmp,,, 
ae37_003,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_003.bmp,,, 
ae37_004,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_004.bmp,,, 
ae37_005,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_005.bmp,,, 
ae37_006,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_006.bmp,,, 
ae37_007,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_007.bmp,,, 
ae37_008,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_008.bmp,,, 
ae37_009,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_009.bmp,,, 
ae37_010,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_010.bmp,,, 
ae37_011,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_011.bmp,,, 
ae37_012,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_012.bmp,,, 
ae37_013,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_013.bmp,,, 
ae37_014,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_014.bmp,,, 
ae37_015,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_015.bmp,,, 
ae37_016,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_016.bmp,,, 
ae37_017,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_017.bmp,,, 
ae37_018,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_018.bmp,,, 
ae37_019,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_019.bmp,,, 
ae37_020,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_020.bmp,,, 
ae37_021,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_021.bmp,,, 
ae37_022,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_022.bmp,,, 
ae37_023,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_023.bmp,,, 
ae37_024,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_024.bmp,,, 
ae37_025,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_025.bmp,,, 
ae37_026,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_026.bmp,,, 
ae37_027,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_027.bmp,,, 
ae37_028,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_028.bmp,,, 
ae37_029,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_029.bmp,,, 
ae37_030,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_030.bmp,,, 
ae37_031,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_031.bmp,,, 
ae37_032,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_032.bmp,,, 
ae37_033,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_033.bmp,,, 
ae37_034,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_034.bmp,,, 
ae37_035,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_035.bmp,,, 
ae37_036,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_036.bmp,,, 
ae37_037,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_037.bmp,,, 
ae37_038,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_038.bmp,,, 
ae37_039,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_039.bmp,,, 
ae37_040,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_040.bmp,,, 
ae37_041,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_041.bmp,,, 
ae37_042,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_042.bmp,,, 
ae37_043,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_043.bmp,,, 
ae37_044,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_044.bmp,,, 
ae37_045,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_045.bmp,,, 
ae37_046,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_046.bmp,,, 
ae37_047,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_047.bmp,,, 
ae37_048,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_048.bmp,,, 
ae37_049,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_049.bmp,,, 
ae37_050,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_050.bmp,,, 
ae37_051,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_051.bmp,,, 
ae37_052,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_052.bmp,,, 
ae37_053,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_053.bmp,,, 
ae37_054,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_054.bmp,,, 
ae37_055,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_055.bmp,,, 
ae37_056,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_056.bmp,,, 
ae37_057,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_057.bmp,,, 
ae37_058,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_058.bmp,,, 
ae37_059,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae37_059.bmp,,, 
ae38_001,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_001.bmp,,, 
ae38_002,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_002.bmp,,, 
ae38_003,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_003.bmp,,, 
ae38_004,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_004.bmp,,, 
ae38_005,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_005.bmp,,, 
ae38_006,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_006.bmp,,, 
ae38_007,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_007.bmp,,, 
ae38_008,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_008.bmp,,, 
ae38_009,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_009.bmp,,, 
ae38_010,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_010.bmp,,, 
ae38_011,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_011.bmp,,, 
ae38_012,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_012.bmp,,, 
ae38_013,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_013.bmp,,, 
ae38_014,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_014.bmp,,, 
ae38_015,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_015.bmp,,, 
ae38_016,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_016.bmp,,, 
ae38_017,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_017.bmp,,, 
ae38_018,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_018.bmp,,, 
ae38_019,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_019.bmp,,, 
ae38_020,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_020.bmp,,, 
ae38_021,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_021.bmp,,, 
ae38_022,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_022.bmp,,, 
ae38_023,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_023.bmp,,, 
ae38_024,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_024.bmp,,, 
ae38_025,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_025.bmp,,, 
ae38_026,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_026.bmp,,, 
ae38_027,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_027.bmp,,, 
ae38_028,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_028.bmp,,, 
ae38_029,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_029.bmp,,, 
ae38_030,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_030.bmp,,, 
ae38_031,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_031.bmp,,, 
ae38_032,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_032.bmp,,, 
ae38_033,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_033.bmp,,, 
ae38_034,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_034.bmp,,, 
ae38_035,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_035.bmp,,, 
ae38_036,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_036.bmp,,, 
ae38_037,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_037.bmp,,, 
ae38_038,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_038.bmp,,, 
ae38_039,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_039.bmp,,, 
ae38_040,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_040.bmp,,, 
ae38_041,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_041.bmp,,, 
ae38_042,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_042.bmp,,, 
ae38_043,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_043.bmp,,, 
ae38_044,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_044.bmp,,, 
ae38_045,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_045.bmp,,, 
ae38_046,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_046.bmp,,, 
ae38_047,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_047.bmp,,, 
ae38_048,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_048.bmp,,, 
ae38_049,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_049.bmp,,, 
ae38_050,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_050.bmp,,, 
ae38_051,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_051.bmp,,, 
ae38_052,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_052.bmp,,, 
ae38_053,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_053.bmp,,, 
ae38_054,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_054.bmp,,, 
ae38_055,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_055.bmp,,, 
ae38_056,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_056.bmp,,, 
ae38_057,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_057.bmp,,, 
ae38_058,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_058.bmp,,, 
ae38_059,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae38_059.bmp,,, 
ae53_001,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_001.bmp,,, 
ae53_002,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_002.bmp,,, 
ae53_003,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_003.bmp,,, 
ae53_004,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_004.bmp,,, 
ae53_005,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_005.bmp,,, 
ae53_006,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_006.bmp,,, 
ae53_007,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_007.bmp,,, 
ae53_008,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_008.bmp,,, 
ae53_009,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_009.bmp,,, 
ae53_010,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_010.bmp,,, 
ae53_011,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_011.bmp,,, 
ae53_012,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_012.bmp,,, 
ae53_013,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_013.bmp,,, 
ae53_014,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_014.bmp,,, 
ae53_015,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_015.bmp,,, 
ae53_016,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_016.bmp,,, 
ae53_017,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_017.bmp,,, 
ae53_018,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_018.bmp,,, 
ae53_019,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_019.bmp,,, 
ae53_020,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_020.bmp,,, 
ae53_021,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_021.bmp,,, 
ae53_022,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_022.bmp,,, 
ae53_023,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_023.bmp,,, 
ae53_024,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_024.bmp,,, 
ae53_025,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_025.bmp,,, 
ae53_026,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_026.bmp,,, 
ae53_027,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_027.bmp,,, 
ae53_028,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_028.bmp,,, 
ae53_029,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_029.bmp,,, 
ae53_030,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_030.bmp,,, 
ae53_031,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_031.bmp,,, 
ae53_032,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_032.bmp,,, 
ae53_033,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_033.bmp,,, 
ae53_034,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_034.bmp,,, 
ae53_035,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_035.bmp,,, 
ae53_036,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_036.bmp,,, 
ae53_037,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_037.bmp,,, 
ae53_038,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_038.bmp,,, 
ae53_039,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_039.bmp,,, 
ae53_040,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_040.bmp,,, 
ae53_041,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_041.bmp,,, 
ae53_042,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_042.bmp,,, 
ae53_043,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_043.bmp,,, 
ae53_044,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_044.bmp,,, 
ae53_045,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_045.bmp,,, 
ae53_046,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_046.bmp,,, 
ae53_047,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_047.bmp,,, 
ae53_048,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_048.bmp,,, 
ae53_049,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_049.bmp,,, 
ae53_050,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_050.bmp,,, 
ae53_051,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_051.bmp,,, 
ae53_052,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_052.bmp,,, 
ae53_053,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_053.bmp,,, 
ae53_054,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_054.bmp,,, 
ae53_055,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_055.bmp,,, 
ae53_056,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_056.bmp,,, 
ae53_057,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_057.bmp,,, 
ae53_058,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_058.bmp,,, 
ae53_059,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae53_059.bmp,,, 
ae57_001,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_001.bmp,,, 
ae57_002,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_002.bmp,,, 
ae57_003,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_003.bmp,,, 
ae57_004,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_004.bmp,,, 
ae57_005,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_005.bmp,,, 
ae57_006,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_006.bmp,,, 
ae57_007,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_007.bmp,,, 
ae57_008,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_008.bmp,,, 
ae57_009,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_009.bmp,,, 
ae57_010,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_010.bmp,,, 
ae57_011,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_011.bmp,,, 
ae57_012,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_012.bmp,,, 
ae57_013,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_013.bmp,,, 
ae57_014,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_014.bmp,,, 
ae57_015,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_015.bmp,,, 
ae57_016,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_016.bmp,,, 
ae57_017,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_017.bmp,,, 
ae57_018,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_018.bmp,,, 
ae57_019,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_019.bmp,,, 
ae57_020,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_020.bmp,,, 
ae57_021,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_021.bmp,,, 
ae57_022,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_022.bmp,,, 
ae57_023,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_023.bmp,,, 
ae57_024,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_024.bmp,,, 
ae57_025,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_025.bmp,,, 
ae57_026,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_026.bmp,,, 
ae57_027,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_027.bmp,,, 
ae57_028,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_028.bmp,,, 
ae57_029,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_029.bmp,,, 
ae57_030,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_030.bmp,,, 
ae57_031,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_031.bmp,,, 
ae57_032,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_032.bmp,,, 
ae57_033,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_033.bmp,,, 
ae57_034,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_034.bmp,,, 
ae57_035,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_035.bmp,,, 
ae57_036,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_036.bmp,,, 
ae57_037,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_037.bmp,,, 
ae57_038,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_038.bmp,,, 
ae57_039,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_039.bmp,,, 
ae57_040,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_040.bmp,,, 
ae57_041,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_041.bmp,,, 
ae57_042,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_042.bmp,,, 
ae57_043,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_043.bmp,,, 
ae57_044,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_044.bmp,,, 
ae57_045,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_045.bmp,,, 
ae57_046,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_046.bmp,,, 
ae57_047,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_047.bmp,,, 
ae57_048,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_048.bmp,,, 
ae57_049,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_049.bmp,,, 
ae57_050,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_050.bmp,,, 
ae57_051,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_051.bmp,,, 
ae57_052,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_052.bmp,,, 
ae57_053,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_053.bmp,,, 
ae57_054,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_054.bmp,,, 
ae57_055,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_055.bmp,,, 
ae57_056,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_056.bmp,,, 
ae57_057,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_057.bmp,,, 
ae57_058,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_058.bmp,,, 
ae57_059,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae57_059.bmp,,, 
ae68_001,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae68_001.bmp,,, 
ae68_002,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae68_002.bmp,,, 
ae68_003,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae68_003.bmp,,, 
ae68_004,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae68_004.bmp,,, 
ae68_005,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae68_005.bmp,,, 
ae68_006,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae68_006.bmp,,, 
ae68_007,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae68_007.bmp,,, 
ae68_008,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae68_008.bmp,,, 
ae68_009,D:\HTR\Dataset\IFN-ENIT\Bmp files\ae68_009.bmp,,, 
